sku,Product Code,Product Name,Cost Price,Retail Price
IVF20,IVF20,"20mmx3/4"" IVAR Female Coupling IVHFC2020",6.22,10.04
IVF2015,IVF2015,"20mmx1/2"" IVAR Female Coupling IVHFC2015",5.22,8.42
IVF25,IVF25,"25mmx1"" IVAR Female Coupling IVHFC2525",10.39,16.75
IVF2520,IVF2520,"25mmx3/4"" IVAR Female Coupling IVHFC2520",7.82,12.62
IVF3225,IVF3225,"32mmx1"" IVAR Female Coupling IVHFC3225",11.62,18.74
IVFE15,IVFE15,"15mmx1/2"" IVAR Female Elbow IVHFE1615",5.43,8.76
IVFE20,IVFE20,"20mmx3/4"" IVAR Female Elbow IVHFE2020",7.09,11.43
IVFE2015,IVFE2015,"20mmx1/2"" IVAR Female Elbow IVHFE2015",6.99,11.27
IVFE2520,IVFE2520,"25mmx3/4"" IVAR Female Elbow IVHFE2520",7.99,12.89
IVFE3225,IVFE3225,"32mmx1"" IVAR Female Elbow IVHFE3225",12.27,19.79
IVFS15,IVFS15,"15mmx1/2"" IVAR Female Swivel Adapt IVHFSC1615",5.13,8.27
IVFS1520,IVFS1520,"15mmx3/4"" IVAR Female Swivel Adapt IVHFSC1620",5.28,8.52
IVFS20,IVFS20,"20mmx3/4"" IVAR Female Swivel Adapt IVHFSC2020",5.85,9.44
IVFS25,IVFS25,"25mmx1"" IVAR Female Swivel Adapt IVHFSC2525",11.14,17.96
IVFS32,IVFS32,"32mmx1-1/4"" IVAR Female Swivel Adapt IVHFSC3232",21.15,34.11
IVFS3225,IVFS3225,"32mmx1"" IVAR Female Swivel Adapt IVHFSC3225",12.32,19.87
IVM15,IVM15,"15mmx1/2"" IVAR Male Adaptor IVHMC1615",4.57,7.37
IVM1520,IVM1520,"15mmx3/4"" IVAR Male Adaptor IVMC1620",6,9.67
IVM20,IVM20,"20mmx3/4"" IVAR Male Adaptor IVHMC2020",6.37,10.28
IVM2015,IVM2015,"20mmx1/2"" IVAR Male Adaptor IVMC2016",5.73,9.24
IVM25,IVM25,"25mmx1"" IVAR Male Adaptor IVHMC2525",8.45,13.63
IVM2520,IVM2520,"25mmx3/4"" IVAR Male Adaptor IVMC2520",7.04,11.35
IVM32,IVM32,"32mmx1-1/4"" IVAR Male Adaptor IVHMC3232",24.19,39.02
IVM3225,IVM3225,"32mmx1"" IVAR Male Adaptor IVHMC3225",12.7,20.48
IVMAN1520,IVMAN1520,"15mmx3/4"" IVAR Manifold Connector F1-C216*3/4A",4.32,6.96
IVME15,IVME15,"15mmx1/2"" IVAR Male Elbow IVHME1615",5.5,8.87
IVME20,IVME20,"20mmx3/4"" IVAR Male Elbow IVHME2020",7.06,11.39
IVME2015,IVME2015,"20mmx1/2"" IVAR Male Elbow IVHME2015",5.89,9.5
IVME2520,IVME2520,"25mmx3/4"" IVAR Male Elbow IVHME2520",10.31,16.63
IVME3225,IVME3225,"32mmx1"" IVAR Male Elbow IVHME3225",13.65,22.02
IVS15,IVS15,15mm IVAR Straight Coupling IVHSC16,5.28,8.52
IVS20,IVS20,20mm IVAR Straight Coupling IVHSC20,6.71,10.82
IVS2015,IVS2015,20x15mm IVAR Reducing Joiner IVHRC2016,6.39,10.3
IVS25,IVS25,25mm IVAR Straight Coupling IVHSC25,9.61,15.5
IVS2515,IVS2515,25x15mm IVAR Reducing Joiner IVHRC2516,8.12,13.1
IVS2520,IVS2520,25x20mm IVAR Reducing Joiner IVHRC2520,8.51,13.73
IVS32,IVS32,32mm IVAR Straight Coupling IVHSC32,13.47,21.72
IVS3215,IVS3215,32x15mm IVAR Reducing Joiner IVHRC3216,10.54,17
IVS3220,IVS3220,32x20mm IVAR Reducing Joiner IVHRC3220,10.73,17.3
IVS3225,IVS3225,32x25mm IVAR Reducing Joiner IVHRC3225,11.54,18.62
IVT15,IVT15,15mm IVAR Tee IVHT16,8.04,12.97
IVT20,IVT20,20mm IVAR Tee IVHT20,10.73,17.3
IVT25,IVT25,25mm IVAR Tee IVHT25,16,25.8
IVT32,IVT32,32mm IVAR Tee IVHT32,22.87,36.89
IVTF15,IVTF15,"15mmx1/2"" IVAR Female Tee IVHFT1615",8.12,13.1
IVTF20,IVTF20,"20mmx3/4"" IVAR Female Tee IVHFT2020",9.71,15.66
IVTF2015,IVTF2015,"20mmx1/2"" IVAR Female Tee IVHFT2015",8.97,14.47
IVTF2520,IVTF2520,"25mmx3/4"" IVAR Female Tee IVHFT2520",11.89,19.17
IVTF3225,IVTF3225,"32mmx1"" IVAR Female Tee IVHFT3225",18.2,29.35
IVTR2015,IVTR2015,20x20mm(L)x15mm(Br) IVAR Reducing Tee IVHRT2016,10.58,17.06
IVTR201515,IVTR201515,20x15mm(L)x15mm(Br) IVAR Reducing Tee IVHRT201616,10.09,16.28
IVTR202015,IVTR202015,20x15mm(L)x20mm(Br) IVAR Reducing Tee IVHRT202016,9.71,15.66
IVTR2515,IVTR2515,25x25mm(L)x15mm(Br) IVAR Reducing Tee IVHRT2516,15.56,25.1
IVTR251520,IVTR251520,25x20mm(L)x15mm(Br) IVAR Reducing Tee IVHRT251620,12.7,20.49
IVTR2520,IVTR2520,25x25mm(L)x20mm(Br) IVAR Reducing Tee IVHRT2520,14.8,23.87
IVTR252015,IVTR252015,25x15mm(L)x20mm(Br) IVAR Reducing Tee IVHRT252016,12.7,20.49
IVTR252020,IVTR252020,25x20mm(L)x20mm(Br) IVAR Reducing Tee IVHRT252020,14.4,23.22
IVTR252520,IVTR252520,25x20mm(L)x25mm(Br) IVAR Reducing Tee IVHRT252520,14.28,23.03
IVTR3215,IVTR3215,32x32mm(L)x15mm(Br) IVAR Reducing Tee IVHRT3216,21.62,34.87
IVTR3220,IVTR3220,32x32mm(L)x20mm(Br) IVAR Reducing Tee IVHRT3220,21.87,35.28
IVTR3225,IVTR3225,32x32mm(L)x25mm(Br) IVAR Reducing Tee IVHRT3225,22.31,35.98
IVW15100,IVW15100,15mmx100m IVAR Multilayer Pipe IVW16100,223.46,360.42
IVW20100,IVW20100,20mmx100m IVAR Multilayer Pipe IVW20100,326.98,527.38
IVW2550,IVW2550,25mmx50m IVAR Multilayer Pipe IVW2550,324.64,523.61
IVW3250,IVW3250,32mmx50m IVAR Multilayer Pipe IVW3250,540.55,871.85
IVWE15,IVWE15,"15mmx1/2"" IVAR Female Wingback IVHFWBE1615",14.19,22.89
IVWPI1650,IVWPI1650,16mmx50m IVAR Insulated Multilayer Pipe IVWPI1650,187.43,302.31
IVWPI2050,IVWPI2050,20mmx50m IVAR Insulated Multilayer Pipe IVWPI2050,244.81,394.86
IVWPI2550,IVWPI2550,25mmx50m IVAR Insulated Multilayer Pipe IVWPI2550,430.2,693.87
IVWPI3225,IVWPI3225,32mmx25m IVAR Insulated Multilayer Pipe IVWPI3225,313.55,505.73
IW2000-12,IW2000-12,WSL 12mm Speedbor Bit IW2000-12 see 2608588612,13.45,16.81
IW2000-13,IW2000-13,WSL 13mm Speedbor Bit IW2000-13 see 2608588612,13.45,16.81
J120B,J120B,WSL 120mm Allproof Channel Joiner Black,4.65,6.2
J2,J2,15mm Pacific Tap Jumper (Thick Stem) Brown & Blue,1.18,1.47
J2498,J2498,Flexi Fin Seal (ONLY) for Pan Collar,10.1,12.62
J2A,J2A,15mm Pacific Tap Jumper (Thin Stem) Blue & White,1.1,1.37
J40,J40,40mm Dux Junction ST404095WH,10.85,18.09
J40F,J40F,40mm Dux Waste Inlet Tee T40FM,12.53,20.89
J6069,J6069,90mm PVC Stormwater Plumbqwik/Jenco JoinerAC090SWB,27.46,36.13
JAV28813,JAV28813,La Torre Java Kitchen Mixer with Swivel Spout,378.52,420.58
JAV28881,JAV28881,La Torre Java Kitchen Mixer with Pullout,473.37,525.97
JCPKH,JCPKH,JC McCall Pipout Kit HWC,150.31,477.24
JG1414FS,JG1414FS,"1/4"" John Guest Pushlock Female Tap Adapter KTA44",15.93,19.91
JG14COFS,JG14COFS,"1/4"" Comp John Guest Female Straight Adapter",9.07,11.34
JGBTC,JGBTC,"1/4""Tube x1/2""Female John Guest Brass Tap Adaptor",12.57,13.97
JGE20,JGE20,"20mm Speedfit Elbow (1/2"")",11.25,17.86
JGE25,JGE25,"25mm Speedfit Elbow (3/4"")",11.92,18.92
JGE32,JGE32,"32mm Speedfit Elbow (1"")",20.08,31.88
JGEEC,JGEEC,"1/4"" John Guest Pushlock Elbow KEC44",7.02,7.8
JGEEC516,JGEEC516,"5/16"" John Guest Pushlock Elbow",7.24,8.04
JGESC,JGESC,"1/4"" John Guest Pushlock Straight Connector KSC44",6.03,6.7
JGESC3814,JGESC3814,"3/8""x1/4"""" John Guest Pushlock Straight Connector",8.05,8.94
JGESG,JGESG,"1/4"" John Guest Pushlock Straight Gate ValveKSOV44",19.8,22
JGESMG,JGESMG,"1/4"" John Guest Pushlock Male Gate Valve",19.8,22
JGETC,JGETC,"1/4"" John Guest Pushlock Tee KTC44",9,10
JGETC516,JGETC516,"5/16"" John Guest Pushlock Tee",9.02,10.02
JGF20,JGF20,"20mm Speedfit Female Coupler (1/2"")",7.72,12.25
JGF25,JGF25,"25mm Speedfit Female Coupler (3/4"")",8.03,12.75
JGFA,JGFA,"3/8""Tube x1/2""Female John Guest Adaptor",14.29,15.88
JGFTA,JGFTA,"1/4""Tube x7/16""Female John Guest Tap Adaptor KTA48",6.62,7.35
JGI20,JGI20,"20mm Speedfit Pipe Insert (1/2"")",0.93,1.47
JGI25,JGI25,"25mm Speedfit Pipe Insert (3/4"")",0.93,1.47
JGI32,JGI32,"32mm Speedfit Pipe Insert (1"")",1.45,2.3
JGM20,JGM20,"20mm Speedfit Male Coupler (1/2"")",6.44,10.23
JGM25,JGM25,"25mm Speedfit Male Coupler (3/4"")",6.96,11.04
JGM32,JGM32,"32mm Speedfit Male Coupler (1"")",10.6,16.83
JGME,JGME,"1/4"" John Guest Pushlock Male Elbow",6.9,7.67
JGMSA,JGMSA,"1/4"" John Guest Pushlock Male Stem Adaptor",3.96,4.4
JGMSE,JGMSE,"1/4"" John Guest Pushlock Stem Elbow",7.18,7.98
JGP2015,JGP2015,WSL 20x15mm Speedfit to MDPE Adaptor,12.59,19.99
JGP2515,JGP2515,25x15mm Speedfit to MDPE Adaptor,26.79,42.53
JGP2522,JGP2522,25x22mm Speedfit to MDPE Adaptor,15.81,25.1
JGR2520,JGR2520,"25x20mm Speedfit Reducer (3/4""x1/2"")",10.96,17.4
JGRT,JGRT,"1/2""(Line) x1/4""Tube(Br) John Guest M&F Stop Tee",47.1,52.33
JGS20,JGS20,"20mm Speedfit Coupler (1/2"")",10.02,15.9
JGS25,JGS25,"25mm Speedfit Coupler (3/4"")",10.02,15.9
JGS32,JGS32,"32mm Speedfit Coupler (1"")",18.03,28.62
JGT20,JGT20,"20mm Speedfit Tee (1/2"")",17.45,27.7
JGT25,JGT25,"25mm Speedfit Tee (3/4"")",19.37,30.75
JGT32,JGT32,"32mm Speedfit Tee (1"")",33.48,53.14
JH15,JH15,15mm Compact PVC Ballvalve,12.54,15.67
JH15S,JH15S,15mm Compact Ballvalve Solvent,14.25,17.81
JH20,JH20,20mm Compact PVC Ballvalve,16.07,20.09
JH20S,JH20S,20mm Compact Ballvalve Solvent,18.41,23.01
JH25,JH25,25mm Compact PVC Ballvalve,23.9,29.88
JH25S,JH25S,25mm Compact Ballvalve Solvent,25,31.25
JH32,JH32,32mm Compact PVC Ballvalve,31.43,39.29
JH32S,JH32S,32mm Compact Ballvalve Solvent,31.46,39.32
JH40,JH40,40mm Compact PVC Ballvalve,41.79,52.24
JH400,JH400,Bianco JH400 Submersible Drainage Pump,159.6,210
JH40011,JH40011,Bianco JH40011 Submersible Drainage Pump,155.8,205
JH40S,JH40S,40mm Compact Ballvalve Solvent,51.54,64.42
JH50,JH50,50mm Compact PVC Ballvalve,60.66,75.83
JH50S,JH50S,50mm Compact Ballvalve Solvent,64.2,80.25
JH550,JH550,Bianco JH550 Vortex Submersible Pump,148.2,195
JH65,JH65,65mm Compact PVC Ballvalve,80.51,100.64
JKB-081,JKB-081,Jackman Tool Carry Bag Small,34.72,43.4
JKB-240,JKB-240,Jackman Bucket Bag,28.7,35.87
JKB-243,JKB-243,Jackman Tool Carry Bag Large,77.93,97.41
JKB-315,JKB-315,WSL Jackman Cordless Drill Holder,14.96,18.7
JN1402-0900,JN1402-0900,225mm Johnson Torpedo Level,7.95,9.94
JN1741-060,JN1741-060,600mm Johnson Pro Box Beam Level,46.79,58.49
JN400MS,JN400MS,300mm Johnson Combination Square,29.05,36.31
JN555,JN555,75mm Johnson Line Level,8.22,10.28
JN8500M,JN8500M,225mm Johnson Torpedo Magnetic Level,21.54,26.93
JRG340019,JRG340019,20mm JRG Jrgumat 3400 Valve Only,897.34,1121.67
JRG340025,JRG340025,25mm JRG Jrgumat 3400 Valve Only,965.45,1206.81
JRG340032,JRG340032,32mm JRG Jrgumat 3400 Valve Only,1039.1,1298.88
JRG340040,JRG340040,40mm JRG Jrgumat 3400 Valve Only,1595.09,1993.86
JRG340050,JRG340050,50mm JRG Jrgumat 3400 Valve Only,1845.36,2306.7
JRG340080,JRG340080,80mm JRG Jrgumat 3400 Valve inc Recirc Unions,6812.07,8515.09
JRG833119,JRG833119,20mm JRG Unions,41.02,51.27
JRG833125,JRG833125,25mm JRG Unions,53.82,67.28
JRG833132,JRG833132,32mm JRG Unions,74.33,92.91
JRG833140,JRG833140,40mm JRG Unions,100.82,126.03
JRG833150,JRG833150,50mm JRG Unions,126.46,158.07
JTC-DRAINAGE,JTC-DRAINAGE,JTC/GBL Construction Drainage Kit,1310.8,4165.84
JTC-PIPEOUT,JTC-PIPEOUT,JTC/GBL Construction Pipe Out Kit,2694.42,5353.06
JTC-PREFLOOR,JTC-PREFLOOR,JTC/GBL Construction Pre Floor Kit,554.59,2376.47
JTP-P/OUT,JTP-P/OUT,JPT Pipe Out Kit,1146.46,2899.11
JUMBOSPANNER,JUMBOSPANNER,Jumbo Housing Spanner (Full Circle) ESPAJ-FG,14.41,18.01
JVH15,JVH15,15mm Methven Deluxe Jumper Valve Holder,4.02,5.03
JVH20,JVH20,WSL 20mm Methven Deluxe Jumper Valve Holder,9.23,11.54
JX180,JX180,Wallace JX180 Submersible Pump,350.44,467.25
JX400S,JX400S,Wallace JX400S Submersible Pump (Sewerage),471.71,628.95
K1/32,K1/32,32mm #1 Standard Duraclip Pipe Clip,0.81,1.25
K1/40,K1/40,40mm #1 Standard Duraclip Pipe Clip,0.88,1.36
K1/50,K1/50,50mm #1 Standard Duraclip Pipe Clip,0.96,1.47
K1/90,K1/90,90mm #1 Standard Duraclip Pipe Clip,3.15,4.85
K110,K110,Kaldewei Classic Duo Bath 1800mm,2065.16,2294.62
K2,K2,K2 Orion Broy Split Waste Water Pump,1028.85,1390.34
K2/100,K2/100,100mm #2 Stand Off Duraclip Pipe Clip,3.2,6.17
K2/40,K2/40,40mm #2 Stand Off Duraclip Pipe Clip,1.23,1.89
K2/50,K2/50,50mm #2 Stand Off Duraclip Pipe Clip,1.31,2.01
K2/65,K2/65,65mm #2 Stand Off Duraclip Pipe Clip,2.46,3.78
K2/80,K2/80,80mm #2 Stand Off Duraclip Pipe Clip,3.07,4.72
K3,K3,K3 Orion Broy Split Waste Water Pump,1258.22,1700.3
K3/100,K3/100,100mm #3 Side Duraclip Pipe Clip,3.32,6.53
K3/32,K3/32,32mm #3 Side Duraclip Pipe Clip,1.31,2.01
K3/40,K3/40,40mm #3 Side Duraclip Pipe Clip,1.37,2.11
K3/50,K3/50,50mm #3 Side Duraclip Pipe Clip,1.57,2.42
K3/80,K3/80,80mm #3 Side Duraclip Pipe Clip,3.02,4.64
K311-1,K311-1,Kaldewei Eurowa Bath 1600mm,413.94,459.93
K4/100,K4/100,100mm #4 Large Stand Off Duraclip Pipe Clip,4.92,9.6
K4/150,K4/150,150mm #4 Large Stand Off Duraclip Pipe Clip,12.68,19.5
K4/32,K4/32,32mm #4 Large Stand Off Duraclip Pipe Clip,1.5,2.31
K4/40,K4/40,40mm #4 Large Stand Off Duraclip Pipe Clip,1.64,2.52
K4/50,K4/50,50mm #4 Large Stand Off Duraclip Pipe Clip,1.77,2.72
K4/80,K4/80,80mm #4 Large Stand Off Duraclip Pipe Clip,4.04,6.21
K40AECO,K40AECO,La Torre Cartridge 40mm with Eco,67.88,84.85
K40B,K40B,La Torre Cartridge 40mm Bath Mixer & Starlight,67.88,84.85
K5030,K5030,Kaldewei Adjustable Bath Legs,140.08,155.64
KA014CE,KA014CE,Starrett Pilot Bit Extended 90mm(FOR TCT HOLESAW),10.03,13.37
KA15COMP,KA15COMP,15mm Methven Kowhai Tap Assembly Complete,100.51,125.64
KA15ONLY,KA15ONLY,15mm Methven Kowhai Assembly Only,55.46,69.33
KA20,KA20,20mm Methven Kowhai Assembly Only,73.03,94.84
KA20COMP,KA20COMP,20mm Methven Kowhai Tap Assembly Complete,123.3,154.13
KAL-A-102,KAL-A-102,102mm Alu Male - Fem BSP Nato Camlock A,20.67,31.8
KAL-A-19,KAL-A-19,19mm Alu Male - Fem BSP Nato Camlock A,6.19,9.52
KAL-A-25,KAL-A-25,25mm Alu Male - Fem BSP Nato Camlock A,6.42,9.87
KAL-A-38,KAL-A-38,38mm Alu Male - Fem BSP Nato Camlock A,6.94,10.68
KAL-A-51,KAL-A-51,51mm Alu Male - Fem BSP Nato Camlock A,10.09,15.53
KAL-A-64,KAL-A-64,64mm Alu Male - Fem BSP Nato Camlock A,14.66,22.55
KAL-A-76,KAL-A-76,76mm Alu Male - Fem BSP Nato Camlock A,15.5,23.85
KAL-B-102,KAL-B-102,102mm Alu Fem - Male BSP Nato Camlock B,45.45,69.92
KAL-B-19,KAL-B-19,19mm Alu Fem - Male BSP Nato Camlock B,12.72,19.57
KAL-B-25,KAL-B-25,25mm Alu Fem - Male BSP Nato Camlock B,12.79,19.67
KAL-B-32,KAL-B-32,32mm Alu Fem - Male BSP Nato Camlock B,13.64,20.99
KAL-B-38,KAL-B-38,38mm Alu Fem - Male BSP Nato Camlock B,13.64,20.99
KAL-B-51,KAL-B-51,51mm Alu Fem - Male BSP Nato Camlock B,16.26,25.01
KAL-B-64,KAL-B-64,64mm Alu Fem - Male BSP Nato Camlock B,21.44,32.99
KAL-B-76,KAL-B-76,76mm Alu Fem - Male BSP Nato Camlock B,27.59,42.44
KAL-C-102,KAL-C-102,102mm Alu Fem - Tail Nato Camlock C,40.87,62.88
KAL-C-19,KAL-C-19,19mm Alu Fem - Tail Nato Camlock C,12.82,19.73
KAL-C-25,KAL-C-25,25mm Alu Fem - Tail Nato Camlock C,12.93,19.89
KAL-C-32,KAL-C-32,32mm Alu Fem - Tail Nato Camlock C,12.93,19.89
KAL-C-38,KAL-C-38,38mm Alu Fem - Tail Nato Camlock C,13.79,21.22
KAL-C-51,KAL-C-51,51mm Alu Fem - Tail Nato Camlock C,17.43,26.81
KAL-C-64,KAL-C-64,64mm Alu Fem - Tail Nato Camlock C,21.87,33.64
KAL-C-76,KAL-C-76,76mm Alu Fem - Tail Nato Camlock C,29.91,46.02
KAL-D-102,KAL-D-102,102mm Alu Fem - Fem BSP Nato Camlock D,35.01,53.86
KAL-D-19,KAL-D-19,19mm Alu Fem - Fem BSP Nato Camlock D,12.83,19.74
KAL-D-25,KAL-D-25,25mm Alu Fem - Fem BSP Nato Camlock D,13.09,20.14
KAL-D-32,KAL-D-32,32mm Alu Fem - Fem BSP Nato Camlock D,13.09,20.14
KAL-D-38,KAL-D-38,38mm Alu Fem - Fem BSP Nato Camlock D,13.93,21.43
KAL-D-51,KAL-D-51,51mm Alu Fem - Fem BSP Nato Camlock D,16.86,25.94
KAL-D-64,KAL-D-64,64mm Alu Fem - Fem BSP Nato Camlock D,36.81,56.63
KAL-D-76,KAL-D-76,76mm Alu Fem - Fem BSP Nato Camlock D,29.31,45.09
KAL-DC-102,KAL-DC-102,102mm Alu Cap Nato Camlock DC,32.71,50.33
KAL-DC-19,KAL-DC-19,19mm Alu Cap Nato Camlock DC,12.04,18.53
KAL-DC-25,KAL-DC-25,25mm Alu Cap Nato Camlock DC,12.36,19.02
KAL-DC-32,KAL-DC-32,32mm Alu Cap Nato Camlock DC,12.36,19.02
KAL-DC-38,KAL-DC-38,38mm Alu Cap Nato Camlock DC,13.52,20.8
KAL-DC-51,KAL-DC-51,51mm Alu Cap Nato Camlock DC,17.07,26.26
KAL-DC-64,KAL-DC-64,64mm Alu Cap Nato Camlock DC,21.66,33.33
KAL-DC-76,KAL-DC-76,76mm Alu Cap Nato Camlock DC,23.74,36.53
KAL-DCL-102,KAL-DCL-102,102mm Alu Locking Cap Nato Camlock DCL,72.84,112.06
KAL-DP-102,KAL-DP-102,102mm Alu Plug Nato Camlock DP,20.11,30.94
KAL-DP-19,KAL-DP-19,19mm Alu Plug Nato Camlock DP,6.51,10.02
KAL-DP-25,KAL-DP-25,25mm Alu Plug Nato Camlock DP,6.73,10.36
KAL-DP-32,KAL-DP-32,32mm Alu Plug Nato Camlock DP,6.73,10.35
KAL-DP-38,KAL-DP-38,38mm Alu Plug Nato Camlock DP,7.18,11.05
KAL-DP-51,KAL-DP-51,51mm Alu Plug Nato Camlock DP,9.04,13.91
KAL-DP-64,KAL-DP-64,64mm Alu Plug Nato Camlock DP,13.25,20.39
KAL-DP-76,KAL-DP-76,76mm Alu Plug Nato Camlock DP,15.12,23.26
KAL-E-102,KAL-E-102,102mm Alu Male - Tail Nato Camlock E,24.09,37.06
KAL-E-19,KAL-E-19,19mm Alu Male - Tail Nato Camlock E,7.14,10.99
KAL-E-25,KAL-E-25,25mm Alu Male - Tail Nato Camlock E,7.3,11.23
KAL-E-32,KAL-E-32,32mm Alu Male - Tail Nato Camlock E,7.3,11.23
KAL-E-38,KAL-E-38,38mm Alu Male - Tail Nato Camlock E,8.02,12.34
KAL-E-51,KAL-E-51,51mm Alu Male - Tail Nato Camlock E,10.9,16.77
KAL-E-64,KAL-E-64,64mm Alu Male - Tail Nato Camlock E,14.38,22.13
KAL-E-76,KAL-E-76,76mm Alu Male - Tail Nato Camlock E,17.65,27.15
KAL-F-102,KAL-F-102,102mm Alu Male - Male BSP Nato Camlock F,22.65,34.84
KAL-F-19,KAL-F-19,19mm Alu Male - Male BSP Nato Camlock F,6.62,10.19
KAL-F-25,KAL-F-25,25mm Alu Male - Male BSP Nato Camlock F,6.71,10.33
KAL-F-32,KAL-F-32,32mm Alu Male - Male BSP Nato Camlock F,7.83,12.05
KAL-F-38,KAL-F-38,38mm Alu Male - Male BSP Nato Camlock F,7.88,12.12
KAL-F-51,KAL-F-51,51mm Alu Male - Male BSP Nato Camlock F,10.32,15.88
KAL-F-64,KAL-F-64,64mm Alu Male - Male BSP Nato Camlock F,14.94,22.98
KAL-F-76,KAL-F-76,76mm Alu Male - Male BSP Nato Camlock F,17.4,26.77
KAS,KAS,15mm Methven Kowhai Shower Top Assembly Complete,116.02,145.03
KC23,KC23,Disposable Coveralls XL White or Blue,13.94,17.43
KCD,KCD,WSL Methven Kowhai Cover Dome,25.64,32.05
KCT,KCT,Methven Kowhai Cross Top,26.2,32.75
KCT08001,KCT08001,WSL Starrett TCT 8Piece SS Set,376.84,502.45
KCUP20,KCUP20,20mmx5m Kemlag Insulated Copper Pipe,113.5,283.75
KD06041,KD06041,Starrett Diamond Tile Drill Kit 5-12mm,129.63,172.84
KD2000TD1,KD2000TD1,WSL Starrett Diamond Glass & Tile Drill Kit,128.28,171.04
KDC07021,KDC07021,19-57mm Starrett Bi Metal 7 Pc Hole Saw Kit,185.78,247.7
KDC10,KDC10,"Filterpure 10"" 5 Mic Heavy Metal Reduct Cartridge",49,70
KEA66,KEA66,"3/8"" John Guest Pushlock Male Elbow",6.16,8.21
KEC66,KEC66,"3/8"" John Guest Pushlock Elbow",5.87,7.83
KEMCUP100,KEMCUP100,100mmx5m Kembla Copper Pipe Std,641.17,1602.92
KEMCUP15,KEMCUP15,15mmx5m Kembla Copper Pipe Std,41.35,137.83
KEMCUP15L,KEMCUP15L,15mmx5m Kembla Copper Pipe (.7) L/G,39.57,98.93
KEMCUP20,KEMCUP20,20mmx5m Kembla Copper Pipe Std,60.68,202.27
KEMCUP20L,KEMCUP20L,20mmx5m Kembla Copper Pipe (.7) L/G,51.74,172.46
KEMCUP25,KEMCUP25,25mmx5m Kembla Copper Pipe Std,105.78,264.45
KEMCUP32,KEMCUP32,32mmx5m Kembla Copper Pipe Std,161.88,404.71
KEMCUP40,KEMCUP40,40mmx5m Kembla Copper Pipe Std,186.1,465.24
KEMCUP50,KEMCUP50,50mmx5m Kembla Copper Pipe Std,242.26,605.64
KEMCUP65,KEMCUP65,65mmx5m Kembla Copper Pipe Std,289.63,724.08
KEMCUP80,KEMCUP80,80mmx5m Kembla Copper Pipe Std,453.44,1133.61
KENWM15,KENWM15,15mm Kent PSM-T Water Meter,112.81,142.8
KFC11022,KFC11022,Starrett Deluxe Plumbers Hole Saw Kit,348.52,348.52
KG13,KG13,15mm Stanway Crox Tool,50.55,63.19
KG1319,KG1319,15/20mm Stanway Tube Expander,23.48,29.35
KG131925,KG131925,13x19x25mm Stanway Tube Expander,37.34,46.68
KG160,KG160,RH King 160L Stainless Grease Converter,2426.32,4666
KG19,KG19,20mm Stanway Crox Tool,78.05,97.56
KG25,KG25,25mm Stanway Crox Tool,101.97,127.46
KG250,KG250,RH King 250L Stainless Grease Converter,2600,5000
KG2525,KG2525,25mm Stanway Tube Expander,31.12,38.9
KG3238,KG3238,WSL 32/40mm Stanway Tube Expander,43.29,54.11
KGC1200,KGC1200,15x1200mm Keefer Gas Cooker Hose Grey,95.98,137.12
KGE100,KGE100,100mm KemPress Gas Elbow 069800,175.28,461.27
KGE10045,KGE10045,100mm KemPress Gas 45Deg Elbow 069797,177.83,467.97
KGE15,KGE15,15mm KemPress Gas Elbow 069380,4.88,12.83
KGE1545,KGE1545,15mm KemPress Gas 45Deg Elbow 069330,5.99,15.75
KGE20,KGE20,20mm KemPress Gas Elbow 069381,6.86,18.05
KGE2045,KGE2045,20mm KemPress Gas 45Deg Elbow 069331,9.72,25.57
KGE25,KGE25,25mm KemPress Gas Elbow 069382,12.7,33.43
KGE2545,KGE2545,25mm KemPress Gas 45Deg Elbow 069332,17.76,46.73
KGE32,KGE32,32mm KemPress Gas Elbow 069383,23.84,62.74
KGE3245,KGE3245,32mm KemPress Gas 45Deg Elbow 069333,27.02,71.11
KGE40,KGE40,40mm KemPress Gas Elbow 069384,43.94,115.63
KGE4045,KGE4045,40mm KemPress Gas 45Deg Elbow 069334,41.71,109.76
KGE50,KGE50,50mm KemPress Gas Elbow 069385,61.1,160.78
KGE5045,KGE5045,50mm KemPress Gas 45Deg Elbow 069335,53.37,140.45
KGE6545,KGE6545,65mm KemPress Gas 45Deg Elbow 069795,108.42,285.32
KGE80,KGE80,80mm KemPress Gas Elbow 069799,127.56,335.68
KGE8045,KGE8045,80mm KemPress Gas 45Deg Elbow 069796,130.48,343.37
KGEC100,KGEC100,100mm KemPress Gas End Cap 069812,157.6,414.74
KGEC15,KGEC15,15mm KemPress Gas End Cap 069326,9.15,24.09
KGEC20,KGEC20,20mm KemPress Gas End Cap 069327,12.9,33.96
KGEC25,KGEC25,25mm KemPress Gas End Cap 069328,22.17,58.34
KGEC32,KGEC32,32mm KemPress Gas End Cap 069329,26.49,69.7
KGEC40,KGEC40,40mm KemPress Gas End Cap 069336,39.22,103.2
KGEC50,KGEC50,50mm KemPress Gas End Cap 069337,47.94,126.15
KGEC65,KGEC65,65mm KemPress Gas End Cap 069810,99.73,262.45
KGEC80,KGEC80,80mm KemPress Gas End Cap 069811,125.68,330.73
KGF15,KGF15,"15mmx1/2""BSP KemPress Gas Female Conn 069534",8.54,22.48
