sku,Product Code,Product Name,Cost Price,Retail Price
80040,80040,40mmx6m PVC PN12 Class D Pressure Pipe SOE,47.88,106.4
800408,800408,8L Sikadur UA Epoxy Grey,230.51,315.77
80040B,80040B,40mmx6m PVC PN6 Class B Pressure Pipe SOE,67.16,149.24
80040C,80040C,40mmx6m PVC PN9 Class C Pressure Pipe SOE,89.77,199.49
80040E,80040E,40mmx6m PVC PN15 Class E Pressure Pipe SOE,106.84,237.43
80040METRE,80040METRE,40mm PVC Pressure Pipe (Metre),9.58,21.28
80050,80050,50mmx6m PVC PN12 Class D Pressure Pipe SOE,67.01,148.91
80050B,80050B,50mmx6m PVC PN6 Class B Pressure Pipe SOE,87.85,195.23
80050C,80050C,50mmx6m PVC PN9 Class C Pressure Pipe SOE,124.23,276.06
80050E,80050E,50mmx6m PVC PN15 Class E Pressure Pipe SOE,170,377.77
80050METRE,80050METRE,50mm PVC Pressure Pipe (Metre),13.4,29.78
80050RRJ,80050RRJ,50mmx6m PVC PN12 Class D Pressure Pipe RRJ,145.42,323.16
8006,8006,125ml CRC Ados F2 Adhesive,10.15,11.94
80065,80065,65mmx6m PVC PN12 Class D Pressure Pipe SOE,195.08,433.5
80065B,80065B,65mmx6m PVC PN6 Class B Pressure Pipe SOE,133.48,296.62
80065C,80065C,65mmx6m PVC PN9 Class C Pressure Pipe SOE,246.8,548.44
80065METRE,80065METRE,65mm PVC Pressure Pipe (Metre),39.02,86.7
80065RRJ,80065RRJ,65mmx6m PVC PN12 Class D Pressure Pipe RRJ,203.7,452.67
80080,80080,80mmx6m PVC PN12 Class D Pressure Pipe SOE,232.12,515.83
80080B,80080B,80mmx6m PVC PN6 Class B Pressure Pipe SOE,178.02,395.59
80080C,80080C,80mmx6m PVC PN9 Class C Pressure Pipe SOE,192.8,428.45
80080METRE,80080METRE,80mm PVC Pressure Pipe (Metre),46.43,103.17
8009,8009,500ml CRC Ados F2 Adhesive,17.3,19.22
800PE20,800PE20,20x800mm Parigi St/St Flexible Connector,50.62,92.04
8010,8010,1L CRC Ados F2 Adhesive,27.61,32.48
801069,801069,Escea Smart Heat Internet Cable 10m,44.48,47.83
80110045,80110045,100mmx45 PVC Pressure Elbow,128.52,210.69
80110045BIPL,80110045BIPL,Box of 6 x 80110045 Iplex Fittings,771.12,1264.14
80110090,80110090,100mmx90 PVC Pressure Elbow,85.75,140.57
80110090BIPL,80110090BIPL,Box of 5 x 80110090 Iplex Fittings,428.75,702.85
80112590,80112590,125mmx90 PVC Pressure Elbow,126.35,207.13
80115045,80115045,150mmx45 PVC Pressure Elbow,122.57,200.94
80115090,80115090,150mmx90 PVC Pressure Elbow,116.18,190.46
8011545,8011545,15mmx45 PVC Pressure Elbow,2.71,4.44
8011545BIPL,8011545BIPL,Box of 400 x 8011545 Iplex Fittings,1084,1776
8011590,8011590,15mmx90 PVC Pressure Elbow,2.67,4.38
8011590BIPL,8011590BIPL,Box of 440 x 8011590 Iplex Fittings,1174.8,1927.2
80120045,80120045,200mmx45 PVC Pressure Elbow,270.95,444.18
80120090,80120090,200mmx90 PVC Pressure Elbow,345.71,566.73
8012045,8012045,20mmx45 PVC Pressure Elbow,3.83,6.28
8012045BIPL,8012045BIPL,Box of 260 x 8012045 Iplex Fittings,995.8,1632.8
8012090,8012090,20mmx90 PVC Pressure Elbow,3.48,5.71
8012090BIPL,8012090BIPL,Box of 250 x 8012090 Iplex Fittings,870,1427.5
8012545,8012545,25mmx45 PVC Pressure Elbow,3.8,6.23
8012545BIPL,8012545BIPL,Box of 150 x 8012545 Iplex Fittings,570,934.5
8012590,8012590,25mmx90 PVC Pressure Elbow,5.56,9.11
8012590BIPL,8012590BIPL,Box of 120 x 8012590 Iplex Fittings,667.2,1093.2
8013245,8013245,32mmx45 PVC Pressure Elbow,10.24,16.78
8013245BIPL,8013245BIPL,Box of 80 x 8013245 Iplex Fittings,819.2,1342.4
8013290,8013290,32mmx90 PVC Pressure Elbow,8.92,14.63
8013290BIPL,8013290BIPL,Box of 80 x 8013290 Iplex Fittings,713.6,1170.4
8014045,8014045,40mmx45 PVC Pressure Elbow,9.01,14.77
8014045BIPL,8014045BIPL,Box of 50 x 8014045 Iplex Fittings,450.5,738.5
8014090,8014090,40mmx90 PVC Pressure Elbow,11.22,18.39
8014090BIPL,8014090BIPL,Box of 50 x 8014090 Iplex Fittings,561,919.5
8015045,8015045,50mmx45 PVC Pressure Elbow,18.98,31.11
8015045BIPL,8015045BIPL,Box 25 x 8015045 Iplex Fittings,474.5,777.75
8015090,8015090,50mmx90 PVC Pressure Elbow,19.4,31.81
8015090BIPL,8015090BIPL,Box of 25 x 8015090 Iplex Fittings,485,795.25
8016545,8016545,65mmx45 PVC Pressure Elbow,64.63,105.95
8016545BIPL,8016545BIPL,Box of 40 x 8016545 Iplex Fittings,2585.2,4238
8016590,8016590,65mmx90 PVC Pressure Elbow,45.31,74.28
8016590BIPL,8016590BIPL,Box of 15 x 8016590 Iplex Fittings,679.65,1114.2
8018045,8018045,80mmx45 PVC Pressure Elbow,51.44,84.33
8018045BIPL,8018045BIPL,Box of 12 x 8018045 Iplex Fittings,617.28,1011.96
8018090,8018090,80mmx90 PVC Pressure Elbow,51.25,84.01
8018090BIPL,8018090BIPL,Box of 9 x 8018090 Iplex Fittings,461.25,756.09
8030,8030,Newtech Sorano BTW Suite w SC Seat,518.87,576.52
80303C,80303C,Caroma Morgana Shower Mixer,175.97,195.52
80310090,80310090,100mmx90 PVC Formed Bend (Solvent),239.82,393.15
8031545,8031545,15mmx45 PVC Class D Formed Bend,6.83,11.2
8031590,8031590,15mmx90 PVC Class D Formed Bend,4.68,7.67
8032045,8032045,20mmx45 PVC Class D Formed Bend,11.13,18.24
8032090,8032090,20mmx90 PVC Class D Formed Bend,7.03,10.99
8032545,8032545,25mmx45 PVC Class D Formed Bend,12.94,21.22
8032590,8032590,25mmx90 PVC Class D Formed Bend,7.77,12.73
8033245,8033245,32mmx45 PVC Class D Formed Bend,8.76,13.69
8033290,8033290,32mmx90 PVC Class D Formed Bend,16.06,26.33
8034045,8034045,40mmx45 PVC Class D Formed Bend,16.42,25.66
8034090,8034090,40mmx90 PVC Class D Formed Bend,25.72,40.19
8035045,8035045,50mmx45 PVC Class D Formed Bend,29.97,46.83
8035090,8035090,50mmx90 PVC Class D Formed Bend,35.45,55.39
8036590,8036590,65mmx90 PVC Formed Bend (Solvent),52.52,82.06
8038045,8038045,80mmx45 PVC Formed Bend (Solvent),50.34,86.79
8038090,8038090,80mmx90 PVC Formed Bend (Solvent),53.49,92.23
804100,804100,100mm PVC Pressure Tee,124.9,204.75
804100BIPL,804100BIPL,Box of 4 x 804100 Iplex Fittings,499.6,819
804125,804125,125mm PVC Pressure Tee,194.59,319
80415,80415,15mm PVC Pressure Tee,3.17,5.2
804150,804150,150mm PVC Pressure Tee,158.95,260.57
80415BIPL,80415BIPL,Box of 300 x 80415 Iplex Fittings,951,1560
80420,80420,20mm PVC Pressure Tee,4.62,7.57
80420BIPL,80420BIPL,Box of 250 x 80420 Iplex Fittings,1155,1892.5
80425,80425,25mm PVC Pressure Tee,8.59,14.08
80425BIPL,80425BIPL,Box of 100 x 80425 Iplex Fittings,859,1408
80432,80432,32mm PVC Pressure Tee,11.76,19.28
80432BIPL,80432BIPL,Box of 60 x 80432 Iplex Fittings,705.6,1156.8
80440,80440,40mm PVC Pressure Tee,15.43,25.29
80440BIPL,80440BIPL,Box of 30 x 80440 Iplex Fittings,462.9,758.7
80450,80450,50mm PVC Pressure Tee,30.6,50.17
80450BIPL,80450BIPL,Box of 20 x 80450 Iplex Fittings,612,1003.4
80465,80465,65mm PVC Pressure Tee,41.11,67.39
80465BIPL,80465BIPL,Box of 12 x 80465 Iplex Fittings,493.32,808.68
80480,80480,80mm PVC Pressure Tee,53.61,87.88
80480BIPL,80480BIPL,Box of 6 x 80480 Iplex Fittings,321.66,527.28
80510050,80510050,100x50mm PVC Pressure Reducing Tee,72.47,118.81
80510080,80510080,100x80mm PVC Pressure Reducing Tee,63.51,99.24
8052015,8052015,20x15mm PVC Pressure Reducing Tee,7.9,12.95
8052515,8052515,25x15mm PVC Pressure Reducing Tee,8.31,13.62
8052520,8052520,25x20mm PVC Pressure Reducing Tee,10.28,16.85
8053220,8053220,32x20mm PVC Pressure Reducing Tee,10.83,17.76
8053225,8053225,32x25mm PVC Pressure Reducing Tee,17.15,28.11
8054025,8054025,40x25mm PVC Pressure Reducing Tee,18.53,30.38
8054032,8054032,40x32mm PVC Pressure Reducing Tee,23.72,38.89
8055020,8055020,50x20mm PVC Pressure Reducing Tee,23.44,38.43
8055025,8055025,50x25mm PVC Pressure Reducing Tee,24.88,40.78
8055040,8055040,50x40mm PVC Pressure Reducing Tee,28.02,45.93
8058050,8058050,80x50mm PVC Pressure Reducing Tee,73.94,121.21
806100,806100,100mm PVC Pressure Faucet Socket,52.74,86.46
806100BIPL,806100BIPL,Box of 12 x 806100 Iplex Fittings,632.88,1037.52
80615,80615,15mm PVC Pressure Faucet Socket,3.24,5.31
80615BIPL,80615BIPL,Box of 500 x 80615 Iplex Fittings,1620,2655
80620,80620,20mm PVC Pressure Faucet Socket,4.76,7.8
80620BIPL,80620BIPL,Box of 320 x 80620 Iplex Fittings,1523.2,2496
80625,80625,25mm PVC Pressure Faucet Socket,5.87,9.63
80625BIPL,80625BIPL,Box of 180 x 80625 Iplex Fitings,1056.6,1733.4
80632,80632,32mm PVC Pressure Faucet Socket,7.11,11.66
80632BIPL,80632BIPL,Box of 120 x 80632 Iplex Fittings,853.2,1399.2
80640,80640,40mm PVC Pressure Faucet Socket,8.41,13.78
80640BIPL,80640BIPL,Box of 80 x 80640 Iplex Fittings,672.8,1102.4
80644A-0,80644A-0,WSL 750x900x750 Englefield Valencia Flat Wall1930H,474.55,527.28
80650,80650,50mm PVC Pressure Faucet Socket,12.13,19.89
80650BIPL,80650BIPL,Box of 50 x 80650 Iplex Fittings,606.5,994.5
80665,80665,65mm PVC Pressure Faucet Socket,31.68,51.93
80665BIPL,80665BIPL,Box of 15 x 80665 Iplex Fittings,475.2,778.95
80680,80680,80mm PVC Pressure Faucet Socket,29.32,48.06
806809,806809,WSL Atlantic HWC Safe Tray White,67.2,67.2
80680BIPL,80680BIPL,Box of 22 x 80680 Iplex Fittings,645.04,1057.32
80715,80715,15mm PVC Pressure Faucet Tee,6.08,9.96
80720,80720,20mm PVC Pressure Faucet Tee,6.4,10.49
80725,80725,25mm PVC Pressure Faucet Tee,9.98,16.36
80732,80732,32mm PVC Pressure Faucet Tee,46.21,57.76
80740,80740,40mm PVC Pressure Faucet Tee,44.75,55.94
8074025,8074025,"40mmx1"" PVC Pressure Faucet Tee",19.72,32.33
8075020,8075020,"50mmx3/4"" PVC Pressure Faucet Tee",14.95,24.51
808,808,500ml CRC 808 Silicon Spray,13.36,14.84
8081590,8081590,15mmx90 PVC Pressure Faucet Elbow,4.9,8.03
8082090,8082090,20mmx90 PVC Pressure Faucet Elbow,7.7,12.62
8082590,8082590,25mmx90 PVC Pressure Faucet Elbow,9.14,14.98
8083290,8083290,32mmx90 PVC Pressure Faucet Elbow,10.21,16.74
8084090,8084090,40mmx90 PVC Pressure Faucet Elbow,83.4,104.25
80915,80915,15mm PVC Pressure Repair Coupler,7.13,11.69
80920,80920,20mm PVC Pressure Repair Coupler,8.02,13.15
80925,80925,25mm PVC Pressure Repair Coupler,10.37,17
80932,80932,32mm PVC Pressure Repair Coupler,16.34,26.79
80940,80940,40mm PVC Pressure Repair Coupler,18.03,29.55
80950,80950,50mm PVC Pressure Repair Coupler,22.19,36.38
809965,809965,Draper Standard Water Meter Box with Lid,33.8,52
80F124,80F124,80L Dux Proflo Cylinder 490x925mm 2.4Kw,649.3,1248.65
80F136G,80F136G,80L Dux Proflo Cylinder 490x925mm 3.6Kw,649.3,1248.65
80RB,80RB,80mm Wool Lagging,20.02,30.8
80VP,80VP,Catalano Premium 80 Wash Basin 0TH,1102.06,1224.51
810100,810100,100mm PVC Pressure Socket,55.18,90.46
810100BIPL,810100BIPL,Box of 10 x 810100 Iplex Fittings,551.8,904.6
810125,810125,125mm PVC Pressure Socket,114.04,178.19
81015,81015,15mm PVC Pressure Socket,2.07,3.4
810150,810150,150mm PVC Pressure Socket,116.53,191.04
81015BIPL,81015BIPL,Box of 420 x 81015 Iplex Fittings,869.4,1428
81020,81020,20mm PVC Pressure Socket,3.73,6.12
81020BIPL,81020BIPL,Box of 400 x 81020 Iplex Fittings,1492,2448
81025,81025,25mm PVC Pressure Socket,4.94,8.1
81025BIPL,81025BIPL,Box of 230 x 81025 iplex Fittings,1136.2,1863
81032,81032,32mm PVC Pressure Socket,5.93,9.72
81032BIPL,81032BIPL,Box of 140 x 81032 Iplex Fittings,830.2,1360.8
81040,81040,40mm PVC Pressure Socket,7.33,12.02
81040BIPL,81040BIPL,Box of 80 x 81040 Iplex Fittings,586.4,961.6
81050,81050,50mm PVC Pressure Socket,9.72,15.93
81050BIPL,81050BIPL,Box of 50 x 81050 Iplex Fittings,486,796.5
81065,81065,65mm PVC Pressure Socket,22.95,37.63
81065BIPL,81065BIPL,Box of 28 x 81065 Iplex Fittings,642.6,1053.64
81080,81080,80mm PVC Pressure Socket,32.35,53.03
81080BIPL,81080BIPL,Box of 18 x 81080 Iplex Fittings,582.3,954.54
811010C5A,811010C5A,Dorf Viridian Basin Mixer,244.02,271.13
811011C4A,811011C4A,Dorf Viridian Sink Mixer,335.75,373.05
811012C4A,811012C4A,Dorf Viridian Pulldown Sink Mixer,735.98,817.76
811015C,811015C,Dorf Viridian Shower Mixer,203.09,225.66
811021C,811021C,Dorf Viridian Bath Spout,165.92,184.36
811036,811036,Draper Low Profile Water Meter Box with Lid,31.2,48
811145,811145,Draper Reverse Taper Meter Box Tall with Lid,37.7,58
811149,811149,Draper Reverse Taper Meter Box L/Profile with Lid,33.15,51
81115,81115,15mm PVC Pressure Socket Union,24.79,40.64
81115BIPL,81115BIPL,Box of 160 x 81115 Iplex Fittings,3966.4,6502.4
81120,81120,20mm PVC Pressure Socket Union,29.68,48.65
81120BIPL,81120BIPL,Box of 140 x 81120 Iplex Fittings,4155.2,6811
81125,81125,25mm PVC Pressure Socket Union,28.51,46.74
81125BIPL,81125BIPL,Box of 100 x 81125 Iplex Fittings,2851,4674
81132,81132,32mm PVC Pressure Socket Union,35.69,58.5
81132BIPL,81132BIPL,Box of 60 x 81132 Iplex Fittings,2141.4,3510
81140,81140,40mm PVC Pressure Socket Union,40.43,66.28
81140BIPL,81140BIPL,Box of 40 x 81140 Iplex Fittings,1819.35,2982.6
81150,81150,50mm PVC Pressure Socket Union,66.28,108.66
81150BIPL,81150BIPL,Box of 30 x 81150 Iplex Fittings,1988.4,3259.8
81165,81165,65mm PVC Pressure Socket Union,192.02,314.79
812260W,812260W,Caroma Liano Shroud,309.01,359.31
812829,812829,Clearlite Easy Clean Waste Chrome - Pre May 2018,45.66,50.73
812831,812831,Clearlite NEW Easy Clean Waste Chrome,45.66,50.73
813.1011,813.1011,McKinley Impero 700 Wash Basin & Pedestal 3TH,664.43,738.26
813100,813100,100mm PVC Pressure Valve Socket,58.47,95.86
813100BIPL,813100BIPL,Box of 16 x 813100 Iplex Fittings,935.52,1533.76
813100W,813100W,Caroma Colani DF Toilet Seat w Blind Fixings,392.42,490.53
81315,81315,15mm PVC Pressure Valve Socket,2.73,4.47
81315BIPL,81315BIPL,Box of 550 x 81315 Iplex Fittings,1501.5,2458.5
81320,81320,20mm PVC Pressure Valve Socket,4.34,7.11
81320BIPL,81320BIPL,Box of 320 x 81320 Iplex Fittings,1388.8,2275.2
81325,81325,25mm PVC Pressure Valve Socket,4.74,7.77
81325BIPL,81325BIPL,Box of 200 x 81325 Iplex Fittings,948,1554
813301,813301,Caroma Colani Seat Buffers,47.54,59.42
81332,81332,32mm PVC Pressure Valve Socket,7.93,13
81332BIPL,81332BIPL,Box of 130 x 81332 Iplex Fittings,1030.9,1690
81340,81340,40mm PVC Pressure Valve Socket,8.1,13.28
81340BIPL,81340BIPL,Box of 100 x 81340 Iplex Fittings,810,1328
81350,81350,50mm PVC Pressure Valve Socket,13.41,21.99
81350BIPL,81350BIPL,Box of 50 x 81350 Iplex Fittings,670.5,1099.5
81365,81365,65mm PVC Pressure Valve Socket,25.34,41.54
81365BIPL,81365BIPL,Box of 40 x 81365 Iplex Fittings,1013.6,1661.6
81380,81380,80mm PVC Pressure Valve Socket,33.27,54.54
81380BIPL,81380BIPL,Box of 30 x 81380 Iplex Fittings,998.1,1636.2
814470W,814470W,Stylus Universal Marsden S Suite UM0005W,266.59,333.24
814475W,814475W,Stylus Universal Marsden P Suite UM0015W,266.59,333.24
81500,81500,Caroma Pressalit Toilet Seat Hinge ONLY (Set),158.45,198.06
815102,815102,WSL Caroma Pressalit Seat  Buffer Set,18.3,22.88
815300,815300,Caroma Pressalit Blind Fixing Seat Hinge Pack,144,180
816100W,816100W,Caroma Pressalit Toilet Seat w Blind Fixing,198.22,247.78
817,817,Yes/No Hardness Tablets,0.84,1.05
81715,81715,15mm PVC Pressure Valve Spigot,2.7,4.43
81720,81720,20mm PVC Pressure Valve Spigot,5.75,9.43
8172015,8172015,"20mmx1/2"" PVC Pressure Valve Spigot",1.88,3.09
81725,81725,25mm PVC Pressure Valve Spigot,6.11,10.02
8172520,8172520,"25mmx3/4"" PVC Pressure Valve Spigot",2.25,3.69
81732,81732,32mm PVC Pressure Valve Spigot,9.74,15.96
8173225,8173225,"32mmx1"" PVC Pressure Valve Spigot",4.22,6.91
81740,81740,40mm PVC Pressure Valve Spigot,10.29,16.87
81750,81750,50mm PVC Pressure Valve Spigot,13.43,22.01
81780,81780,80mm PVC Pressure Valve Spigot,110.54,181.22
8182015,8182015,20x15mm PVC Pressure Threaded Bush,4.72,7.74
8182520,8182520,25x20mm PVC Pressure Threaded Bush,5.95,9.75
8200,8200,500ml CRC Ados Solvent N Cleaning Solvent,14.13,16.62
8210K,8210K,Keefer 10Kg/Hr Gas Autochange Regulator Kit,184.2,307
8210K-CONKIT,8210K-CONKIT,Keefer 10kg/hr Gas Autochange Reg inc Cond Kit,220.9,315.57
8211SC-CONKIT,8211SC-CONKIT,9kg/hr Gas Autochange Reg inc Cond Kit,168.31,240.44
82310050,82310050,100x50mm PVC Pressure Red Socket,37.06,57.9
82310080,82310080,100x80mm PVC Pressure Reducing Socket,66.82,109.54
823150100,823150100,150x100mm PVC Pressure Reducing Socket,158.51,259.85
8232015,8232015,20x15mm PVC Pressure Reducing Socket,4.89,8.02
8232515,8232515,25x15mm PVC Pressure Red Socket,5.78,9.47
8232520,8232520,25x20mm PVC Pressure Reducing Socket,6.8,11.14
8233225,8233225,32x25mm PVC Pressure Reducing Socket,8.03,13.17
8234020,8234020,40x20mm PVC Pressure Reducing Socket,9.11,14.94
8234032,8234032,40x32mm PVC Pressure Reducing Socket,10.53,17.26
8235040,8235040,50x40mm PVC Pressure Reducing Socket,15.2,24.91
8236550,8236550,65x50mm PVC Pressure Reducing Socket,30.9,50.65
8238050,8238050,80x50mm PVC Pressure Reducing Socket,31.73,52.01
8238065,8238065,80x65mm PVC Pressure Reducing Socket,36.61,60.02
82410050,82410050,100x50mm PVC Pressure Bush,44.79,73.43
82410080,82410080,100x80mm PVC Pressure Bush,87.79,143.91
824125100,824125100,125x100mm PVC Pressure Bush,97.38,152.16
824150100,824150100,150x100mm PVC Pressure Bush,127.48,208.98
824175150,824175150,175x150mm PVC Pressure Bush,264.6,413.43
824200150,824200150,200x150mm PVC Pressure Bush,285.77,446.52
8242015,8242015,20x15mm PVC Pressure Bush,1.76,2.88
824225150,824225150,225x150mm PVC Pressure Bush,402.2,628.44
824225175,824225175,225x175mm PVC Pressure Bush,402.2,628.44
8242515,8242515,25x15mm PVC Pressure Bush,3.54,5.8
8242520,8242520,25x20mm PVC Pressure Bush,3.15,5.16
8243220,8243220,32x20mm PVC Pressure Bush,6.68,10.95
8243225,8243225,32x25mm PVC Pressure Bush,5.76,9.44
8244025,8244025,40x25mm PVC Pressure Bush,5.7,9.35
8244032,8244032,40x32mm PVC Pressure Bush,4.28,7.02
8245025,8245025,50x25mm PVC Pressure Bush,10.43,17.1
8245040,8245040,50x40mm PVC Pressure Bush,6.09,9.99
824615W,824615W,Caroma Cube BTW Toilet Suite,921.38,1071.37
8246550,8246550,65x50mm PVC Pressure Bush,57.32,93.96
8248050,8248050,80x50mm PVC Pressure Bush,59.36,97.31
8248065,8248065,80x65mm PVC Pressure Bush,90.25,147.95
825100,825100,100mm PVC Pressure Flange,59.51,97.55
825150,825150,150mm PVC Socket Flange,127.15,208.45
82520,82520,WSL 20mm PVC Pressure Flange,24.74,40.56
82525,82525,25mm PVC Pressure Flange,42.97,70.45
82532,82532,32mm PVC Pressure Flange,47.72,78.23
82550,82550,50mm PVC Pressure Flange,28.27,46.34
82565,82565,65mm PVC Pressure Flange,59.21,97.07
82580,82580,80mm PVC Pressure Flange,71.47,117.16
825826100,825826100,100mm Combo Stub Flange & Backing Ring,90.26,147.97
825826150,825826150,150mm Combo Stub Flange & Backing Ring,200.05,327.95
82582650,82582650,50mm Combo Stub Flange & Backing Ring,51.09,83.76
82582680,82582680,80mm Combo Stub Flange & Backing Ring,74.93,122.83
826100,826100,100mm PVC Pressure Stub Flange,93.87,153.88
826125,826125,125mm PVC Pressure Stub Flange,267.5,438.53
826150,826150,150mm PVC Pressure Stub Flange,127.15,208.44
826175,826175,175mm PVC Pressure Stub Flange,162.99,254.67
826200,826200,200mm PVC Pressure Stub Flange,173.59,271.23
826225,826225,225mm PVC Pressure Stub Flange,306.93,479.58
82665,82665,65mm PVC Pressure Stub Flange,69.85,114.51
82680,82680,80mm PVC Pressure Stub Flange,77.97,127.82
827100,827100,100mm Metal Backing Ring,109.89,180.14
827125,827125,125mm Metal Backing Ring,87.13,142.83
827150,827150,150mm Metal Backing Ring,123.53,202.51
82765,82765,65mm Metal Backing Ring,92.4,151.47
82780,82780,80mm Metal Backing Ring,74.1,121.47
829620W,829620W,WSL Stylus Dorado BTW Back Entry Toilet Suite,502.73,558.59
830100,830100,100mm PVC Pressure End Cap,55.94,91.71
830100BIPL,830100BIPL,Box of 20 x 830100 Iplex Fittings,1118.8,1834.2
830125,830125,125mm PVC Pressure End Cap,84.39,138.35
83015,83015,15mm PVC Pressure End Cap,3.51,5.76
830150,830150,150mm PVC Pressure End Cap,109,178.69
83015BIPL,83015BIPL,Box of 600 x 83015 Iplex Fittings,2106,3456
83020,83020,20mm PVC Pressure End Cap,3.53,5.79
83020BIPL,83020BIPL,Box of 500 x 83020 Iplex Fittings,1765,2895
83025,83025,25mm PVC Pressure End Cap,4.62,7.58
83025BIPL,83025BIPL,Box of 300 x 83025 Iplex Fittings,1386,2274
83032,83032,32mm PVC Pressure End Cap,8.94,14.66
83032BIPL,83032BIPL,Box of 220 x 83032 Iplex Fittings,8.94,14.66
83040,83040,40mm PVC Pressure End Cap,9.75,15.98
83040BIPL,83040BIPL,Box of 160 x 83040 Iplex Fittings,1560,2556.8
83050,83050,50mm PVC Pressure End Cap,11.92,19.54
83050BIPL,83050BIPL,Box of 80 x 83050 Iplex Fittings,953.6,1563.2
83065,83065,65mm PVC Pressure End Cap,21.08,34.56
83065BIPL,83065BIPL,Box of 48 x 83065 Iplex Fittings,1011.84,1658.88
83080,83080,80mm PVC Pressure End Cap,29.67,48.64
83080BIPL,83080BIPL,Box of 36 x 83080 Iplex Fittings,1068.12,1751.04
83204514,83204514,4.5L Rheem Zip Manual Boiling Unit,676.81,953.25
83207014,83207014,7L Rheem Zip Manual Boiling Unit,742.84,1046.25
83215014,83215014,15L Rheem Zip Manual Boiling Unit,803.37,1131.5
83223014,83223014,23L Rheem Zip Manual Boiling Unit,931.95,1312.61
83235014,83235014,34L Rheem Zip Manual Boiling Unit,1183.04,1666.25
834310,834310,Caroma Concorde Concealed S Pan 834300W,111.95,149.27
834360,834360,Caroma Concorde Concealed P Pan 834350W,111.95,149.27
834400,834400,Caroma Cosmo Care S Pan,249.13,311.41
834450,834450,Caroma Cosmo Care P Pan,249.13,311.41
837100,837100,100mm PVC Pressure Threaded Plug,124.26,203.71
83715,83715,15mm PVC Pressure Threaded Plug,5.71,9.36
83720,83720,20mm PVC Pressure Threaded Plug,5.72,9.38
83725,83725,25mm PVC Pressure Threaded Plug,6.66,10.91
83732,83732,32mm PVC Pressure Threaded Plug,17.13,28.08
83740,83740,40mm PVC Pressure Threaded Plug,16.7,27.38
83750,83750,50mm PVC PressureThreaded Plug,35.4,58.04
83780,83780,80mm PVC Pressure Threaded Plug,37.79,61.95
839100W,839100W,Caroma Urbane Compact Wall Faced Pan,490.12,544.58
842100,842100,100mm Neoprene Gasket (Full Face Flange),21.06,34.53
84250,84250,50mm Neoprene Gasket (Full Face Flange),8.36,13.71
84265,84265,65mm Neoprene Gasket (Full Face Flange),14.56,23.87
84280,84280,80mm Neoprene Gasket (Full Face Flange),16.54,27.11
844830W,844830W,Caroma LunaPlus Cleanflush BTW Suite BottomInlet,600.91,706.95
844840W,844840W,Caroma LunaPlus Cleanflush BTW Suite BackEntry,600.91,706.95
845100,845100,100mm Neoprene Stub Flange Gasket,22.46,36.82
845150,845150,150mm Neoprene Stub Flange Gasket,39.65,65
8490,8490,300ml CRC Ados Leak Stop Grey,18.96,22.3
8492,8492,300ml CRC Ados Leak Stop Clear,18.96,22.3
8494,8494,1L CRC Ados Leak Stop,45.31,53.31
84CR205R,84CR205R,Paini Dax R Basin Mixer,401.36,445.96
84CR690R,84CR690R,Paini Dax R Shower Mixer,256.8,285.33
85 3113,85 3113,15mm Swivel Hose Tail S/Steel,43.98,84.58
850,850,Duravit Starck 3 Urinal Partition,764.9,849.89
850009,850009,WSL Fowler Tail Nut / Wedge Washer,16.34,20.43
850037,850037,WSL Caroma Outlet Valve Inwall T/P W/Base,123.2,154
850093LOOSE,850093LOOSE,Fowler UWV Cistern Washer,12.98,16.23
850150PN12.6,850150PN12.6,150mmx6m PVC PN12.6 Rhino Pressure Pipe SOE,785.52,1287.73
850150PN9.6,850150PN9.6,150mmx6m PVC PN9 Rhino Pressure Pipe SOE,594.05,973.85
850200PN12.6,850200PN12.6,200mmx6m PVC PN12.6 Rhino Pressure Pipe SOE,1329.24,2179.08
850664,850664,Fowler Regent MKII Dual Buttons,65.36,81.7
850696,850696,Fowler Lever Lifters (PAIR),10.9,13.63
850697,850697,WSL Fowler Lever Lifter Housing,10.48,13.1
850779,850779,Fowler K4 S/F Outlet Valve,100.72,125.9
850783,850783,Fowler K5 Universal Outlet Valve 6/3L,134.56,168.2
8606,8606,Felton Isolator Knob,3.49,4.36
863715W,863715W,Fowler Regent 550 Semi Recess Basin,411.49,457.21
864115W,864115W,Caroma Cube 570 Extension Basin R/H Shelf,618.67,773.34
864215W,864215W,Caroma Cube 570 Extension Basin L/H Shelf,618.67,773.34
865615W,865615W,Caroma Carboni II Inset Basin,341.21,426.51
865815W,865815W,Caroma Carboni II Above Counter Basin,341.21,426.51
865915W,865915W,Caroma Carboni II Semi Recess Basin,461.55,512.83
867015W,867015W,Caroma Urbane Wall Basin,431.86,479.84
8688951,8688951,Bromic Digital Manometer HT-1891,165.59,206.99
86LL1CP,86LL1CP,Steriline Exposed Faucet Long Lever,815.3,1019.13
87110000,87110000,Pan Connector 70mm - 160mm 8711W,62.38,79.98
872880C5A,872880C5A,Dorf Kip Sink Mixer,244.02,271.13
872881C6A,872881C6A,Dorf Kip Basin Mixer,137.63,152.92
873715W,873715W,Caroma Luna 450 Handrinse Basin 1TH,229.17,305.56
873915W,873915W,Caroma Luna 550 Wall Basin RH Shelf 1TH,260.75,347.67
874215W,874215W,Caroma Luna 450 Wall Basin 1TH,237.07,316.09
